HAZARDMAPCELLREFERENCE,HAZARDMAP,HAZARDRATINGBYMAP,FILENAME
EL144,"Installation of electrical equipment
Boxes in walls or ceilings are not flush (or within 6 mm of finished surface);",4.0,AC_.png
EL144,"Installation of electrical equipment
Boxes in walls or ceilings are not flush (or within 6 mm of finished surface);",4.0,Not_flush.png
EL144,"Installation of electrical equipment
Boxes in walls or ceilings are not flush (or within 6 mm of finished surface);",4.0,Heat_trace.png
BP025,1.0.2 Clearances/Maintenance - Failed visual welding inspection.,3.0,Weld_void.png
BP028,"1.0.2 Clearances/Maintenance - Corrosion of reinforcing steel, freeze damage, spalling and cracking of foundations and supports is causing settling or heaving.",3.0,Blowdown_valve_leakage_taped.png
BP028,"1.0.2 Clearances/Maintenance - Corrosion of reinforcing steel, freeze damage, spalling and cracking of foundations and supports is causing settling or heaving.",3.0,Water_level_control_float_chamber.png
BP028,"1.0.2 Clearances/Maintenance - Corrosion of reinforcing steel, freeze damage, spalling and cracking of foundations and supports is causing settling or heaving.",3.0,Gauge_glass_water_shutoff_Valve.png
BP028,"1.0.2 Clearances/Maintenance - Corrosion of reinforcing steel, freeze damage, spalling and cracking of foundations and supports is causing settling or heaving.",3.0,Boiler_room_very_week_Floor.png
GA102,"Vent termination non-compliant over public sidewalk, grade, building opening or air supply inlet",3.0,Water_heater_vent_termination.png
EL071,"Effective bonding and grounding
Bonding is not provided or unacceptable.",3.0,Sub_distribution_neutral_not_isolated.png
EL049,"Protection and control, Risk Reg EL-24-2014
Interrupt ratings are not adequate for the installation",4.0,Loadcentre_with_no_main_breaker.png
BP190,5.1.0 In service proc/process - Overheated or damaged tubes,4.0,Crack.png
GA102,"Vent termination non-compliant over public sidewalk, grade, building opening or air supply inlet",3.0,Vent_term.png
EL025,"Improper installation or location of equipment, conductors, cables or raceways
Raceways are not suitably drained, No expansion joint or not installed correctly.",3.0,Underside_of_roof_penetration.png
EL025,"Improper installation or location of equipment, conductors, cables or raceways
Raceways are not suitably drained, No expansion joint or not installed correctly.",3.0,No_roof_flashing.png
EL031,"Improper installation or location of equipment, conductors, cables or raceways
Equipment is not suitable for the location",4.0,Totem.png
EL031,"Improper installation or location of equipment, conductors, cables or raceways
Equipment is not suitable for the location",4.0,Totem2.png
ED037,"Safety critical monitoring incorrectly installed, bypassed or failed 
Unit is not in operation
Risk Reg ED-02",3.0,Data_sheet_with_readings.png
BP057,1.2.2 Boiler leakage: procedure - Boiler tube end cracks or minor leakage.,2.0,Crack_tube.png
BP057,1.2.2 Boiler leakage: procedure - Boiler tube end cracks or minor leakage.,2.0,Crack_in_tube.png
EL057,"Improper installation or location of equipment, conductors, cables or raceways
Enclosure is not rated for the environment or conditions of use",3.0,Temp_main_distribution.png
,,,Cable_termination.png
,,,Cable_run_to_distribution_.png
ED056,"Uneven Landing Surface
Slipping /Tripping Hazard
Well Lit",3.0,Lower_landing_ramp.png
ED014,"Oil/Water/Other Debris that:
Does not present a fire hazard but is likely to progress",3.0,40457-As-Found.png
ED014,"Oil/Water/Other Debris that:
Does not present a fire hazard but is likely to progress",3.0,40457-40458-As-Found.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,Potlighting_wired_with_Heatex_240v_.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,buried JB.jpg
EL073,"Effective grounding
Bonding; 
service raceway, equipment, or enclosure has not been properly bonded.",4.0,4160_diesel__4160_diesel_generator_grounding_conductor_installed_in_steel_conduit.png
EL073,"Effective grounding
Bonding; 
service raceway, equipment, or enclosure has not been properly bonded.",4.0,Name_plate__name_plate_rating_of_diesel_generator.png
EL119,"Conductors
Cables, Raceways or conductors are showing signs of wear and will need to be either replaced or repaired.",2.0,Detail01_pump_feeder.png
EL029,"Improper installation or location of equipment, conductors, cables or raceways
Inadequate Distances;
burial depth and protection for underground cables or raceways",3.0,Meter_base_service_wiring.png
EL029,"Improper installation or location of equipment, conductors, cables or raceways
Inadequate Distances;
burial depth and protection for underground cables or raceways",3.0,Unprotected_service_ducts.png
GA051,Non-compliant material/fittings installed,3.0,Street_elbow.png
EL115,"Conductors, Risk Reg EL-15-2014
Cables, Raceways or conductors are not suitably sized for their intended use.",3.0,Bundled_cabling_in_ceiling.png
AM027,"Improper operational practice
Unmaintained loading/unloading area
Anticipated obstacles to safe loading/unloading not managed",2.0,Road_to_zipline_rope_clearance_510_cm.png
EL068,"Protection and control
Loading of distribution equipment exceeded",3.0,Conductor_pulled_out_easily_with_no_effort2.png
EL068,"Protection and control
Loading of distribution equipment exceeded",3.0,Conductor_pulled_out_easily_with_no_effort3.png
EL068,"Protection and control
Loading of distribution equipment exceeded",3.0,Conductor_pulled_out_easily_with_no_effort1.png
EL127,"Installation of electrical equipment
Residential: 
kitchen counter receptacles are not properly spaced.",3.0,Front_of_house.png
EL127,"Installation of electrical equipment
Residential: 
kitchen counter receptacles are not properly spaced.",3.0,Kitchen_counter_space.png
EL127,"Installation of electrical equipment
Residential: 
kitchen counter receptacles are not properly spaced.",3.0,Kitchen_Cabinets.png
EL124,"Installation of electrical equipment
Covers or canopies have not been installed.",4.0,No_evidence.png
EL124,"Installation of electrical equipment
Covers or canopies have not been installed.",4.0,Front_view__Front_view_box_extender_not_installed.png
EL124,"Installation of electrical equipment
Covers or canopies have not been installed.",4.0,Box_extender.png
EL124,"Installation of electrical equipment
Covers or canopies have not been installed.",4.0,Coto_to.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,buried JB.jpg
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,Receptacles_and_wiring.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,Potlighting.png
GA018,Venting of pressure relief device indoors where source of ignition is present,5.0,Water_heater_regulator_vent_.png
EL153,"Installation of electrical equipment, Risk Reg EL-15-2014
Equipment is not approved for the specific use or location.",3.0,Red_tag_2.png
EL153,"Installation of electrical equipment, Risk Reg EL-15-2014
Equipment is not approved for the specific use or location.",3.0,Power_connections_made.png
EL153,"Installation of electrical equipment, Risk Reg EL-15-2014
Equipment is not approved for the specific use or location.",3.0,Red_tag_1.png
EL153,"Installation of electrical equipment, Risk Reg EL-15-2014
Equipment is not approved for the specific use or location.",3.0,Not_energized_prior_to_disconnection.png
EL153,"Installation of electrical equipment, Risk Reg EL-15-2014
Equipment is not approved for the specific use or location.",3.0,Sign.png
EL099,"Conductors, Risk Reg EL-15-2014
Cables, Raceways or conductors are not suitably sized for their intended use.",3.0,Size_of_conductor.png
EL064,"General
Working space or dedicated space is being used for storage",1.0,Pdc_storage.png
BP111,3.0.1 Safeties will not function - Pressure Relief Device under capacity,3.0,Atlas_motor_data_label_capacity_.png
BP111,3.0.1 Safeties will not function - Pressure Relief Device under capacity,3.0,PV_Data_label.png
BP111,3.0.1 Safeties will not function - Pressure Relief Device under capacity,3.0,Air_receiver_.png
BP201,5.1.0 In service proc/process - Burner setup incorrect,2.0,Burner_throat_securing_arrangement.png
EL010,"Conductors are exposed to accidental contact by persons
Overhead power conductors, are not attached or supported adequately.",3.0,View02_service_pole.png
EL010,"Conductors are exposed to accidental contact by persons
Overhead power conductors, are not attached or supported adequately.",3.0,Detail03_service_pole.png
