"","Insp_Number","Pmt_Number","CREATEDATE","ACTUALENDDATE","SO","Tech_Insp","Phy_Insp","PREFIX_INSPTYPE","DSCP_INSPTYPE","NAME_INSPSTATUS","SO_Evl_1","BCSA_Evl_1","Hzd_Svrty_1","Dscp_Hzd","COMMENTS","VERSIONNUMBER","Dscp_ImChkLstCtgy","AddressLine1_Insp","AddressLine2_Insp","AddressLine3_Insp","StreetType_Insp","City_Insp","Region_Insp","Province_Insp","PostalCode_Insp","Site_Lat","Site_Lon","RAP_Score","AppldDate_Pmt","PM_PERMIT_TYPE","PMTCLASS","PMTSTATUS","Pmt_Holder"
"4879","BPVOP-620501-2016","2285319","7/28/2016","7/28/2016","Florin Moldovan","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"Checklists for Boiler Technology","1009","CENTENNIAL",NA,"Way","Squamish","Lower Mainland North","BC","V8B0H3",49.7255928,-123.1418193,NA,"7/24/2003","BPV - Operating","Unfired Pressure Vessel - Regular","Active","District Of Squamish"
"4880","BPVIN-621276-2016","UW-418685-2016","7/29/2016","7/28/2016","Markus Kootnikoff","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","2_Physical Inspection","","1 - Insignificant","","",1,"","7273","KAMLOOPS LAKE",NA,"Drive","Thompson-Nicola Rd Rural","Interior","BC","V0K2J0",NA,NA,NA,"7/29/2016","Unpermitted Work","BPV","Closed","Savona Specialty Plywoods Co Ltd"
"4881","BPVOP-618826-2016","BPV-332026-2016","7/26/2016","7/28/2016","Bing Hu","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","27222","Lougheed",NA,"Highway","Maple Ridge","Lower Mainland North","BC","V2W0C9",49.174303,-122.4598883,NA,"1/6/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Advanced Flow Systems Inc."
"4882","BPVIN-620729-2016","BPV-417667-2016","7/28/2016","7/28/2016","Michael Cully","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","3700","WILLINGDON",NA,"Avenue","Burnaby","Lower Mainland North","BC","V5G3H2",49.2511975,-123.0032428,NA,"7/28/2016","BPV � PV Application","BPV","Active","BCIT"
"4883","BPVIN-588773-2016","BPV-395112-2016","6/4/2016","7/28/2016","Michael Cully","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","","","0 - Compliant","","PRV was replaced.",2,"Non-Compliances for Boiler Technology","3700","WILLINGDON",NA,"Avenue","Burnaby","Lower Mainland North","BC","V5G3H2",49.2511975,-123.0032428,239,"6/3/2016","BPV � PV Application","BPV","Closed","BCIT"
"4884","BPVOP-620765-2016","BPV-354025-2016","7/28/2016","7/28/2016","Gregory Endean","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","441","DERWENT",NA,"Place","Delta","Lower Mainland South","BC","V3M5Y9",49.1617921,-122.9474553,NA,"2/29/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Axton Incorporated"
"4885","BPVIN-621402-2016","UW-418771-2016","7/29/2016","7/28/2016","Paramjit Banga","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"Checklists for Boiler Technology","163","5TH",NA,"Street","North Vancouver","Lower Mainland North","BC","V7M1J6",49.3160101,-123.077801,NA,"7/29/2016","Unpermitted Work","BPV","Closed","The Citadel Apartments"
"4886","BPVIN-619524-2016","BPV-403953-2016","7/27/2016","7/28/2016","Paramjit Banga","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","2_Physical Inspection","","2 - Minor","Combustion air vents were found partially clogged restricting air supply to the boiler which can cause excessive Carbon monoxide gas built up due to incomplete combustion of fuel . This poisonous carbon monoxide is dangerous if inhaled","Regular cleaning of combustion air vents",1,"Rating Factors associated with operations","163","5th",NA,"Avenue","North Vancouver","Lower Mainland North","BC","V6J2K7",49.3160101,-123.077801,129,"6/29/2016","BPV - Installation","Hot Water Boiler","Closed","Jlp Plumbing & Heating"
"4887","BPVOP-621207-2016","BPV-0000336579-2016","7/29/2016","7/29/2016","Michael Gorzynski","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Failed","2_Physical Inspection","","2 - Minor","Scale build-up on water-side surfaces could impair heat transfer. This can lead to localized over-heating of tubes or furnace walls with increased potential for loss of containment. The subsequent uncontrolled release of high pressure steam and hot water","Brass nipple in sight-glass drain piping",1,"Non-Compliances for Boiler Technology","559","BERNARD",NA,"Avenue","Kelowna","Interior","BC","V1Y6N9",49.8863047,-119.4914763,461,"1/12/2016","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Miss Tulips Green Drycleaners"
"4888","BPVOP-621608-2016","BPV-094719-2014","7/30/2016","7/29/2016","Grover Sharp","BP","Y","BPVOP","BPV Operating: Repair Assessment - Boiler","Failed","","","3 - Moderate","Leaking tube in same area as repaired tube from April 2016. Repair plan submitted and approved. Repair carried out and inspected, found another pin hole leak under pressure. Repair to be carried out on 30 July.","",1,"","9767","201",NA,"Street","Langley","Lower Mainland South","BC","V1M3E7",49.1808821,-122.6643597,NA,"2/27/2014","BPV - Operating","Hot Water Boiler","Active","Apex Aluminum Extrusions Ltd"
"4889","BPVOP-618987-2016","BPV-368695-2016","7/26/2016","7/29/2016","Bing Hu","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","30731","Simpson",NA,"Road","Abbotsford","Lower Mainland South","BC","V2T6C7",49.046239,-122.3717398,NA,"3/21/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Accent Stainless Steel Manufacturing Ltd (Au-1035), Shop Inspections"
"4890","BPVOP-600681-2016","5085326","6/24/2016","7/29/2016","Asif Zuberi","BP","Y","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","8407","112",NA,"Street","Fort St. John","Northern","BC","V1J0J5",56.2429955,-120.8688483,268,"4/30/2012","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Acml Operations (Fsj) Limited,"
"4891","BPVOP-535516-2016","BPV-095999-2014","2/29/2016","7/29/2016","Gregory Endean","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"Checklists for Boiler Technology","917","CLIVEDEN",NA,"","Delta","Lower Mainland South","BC","V3M5R6",49.1744417,-122.9408198,317,"3/4/2014","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Merlin Plastics Supply Inc"
"4892","BPVIN-609374-2016","BPV-409404-2016","7/11/2016","7/29/2016","Vladimir Revenko","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","Ensure that all required records are kept",1,"Non-Compliances for Boiler Technology","32616","King",NA,"Road","Abbotsford","Lower Mainland South","BC","V2T5Z7",49.030548,-122.320728,NA,"7/11/2016","BPV � PV Application","BPV","Closed","Fortis BC Energy Inc."
"4893","BPVOP-621234-2016","2298540","7/29/2016","7/29/2016","Robert Collins","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","820","12TH",NA,"Avenue","Vancouver","Lower Mainland North","BC","V5T2H9",49.259691,-123.0867693,NA,"6/27/2001","BPV - Operating","Thermal Fluid & Steam Boiler","Expired","Vancouver Coastal Health Authority"
"4894","BPVOP-600692-2016","5078516","6/24/2016","7/29/2016","Asif Zuberi","BP","Y","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","8407","112",NA,"Street","Fort St. John","Northern","BC","V1J0J5",56.2429955,-120.8688483,268,"4/18/2012","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Acml Operations (Fsj) Limited,"
"4895","BPVOP-621362-2016","BPV-335578-2016","7/29/2016","7/29/2016","Grover Sharp","BP","N","BPVOP","BPV Operating: Shop Inspection","Passed","","","N/A - Not Applicable","","",1,"","11588","KINGSTON",NA,"Street","Maple Ridge","Lower Mainland North","BC","V2X9J8",49.2133859,-122.6644624,NA,"1/18/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Enermax Mountain Manufacturing Ltd"
"4896","BPVOP-626189-2016","BPV-421234-2016","8/7/2016","7/29/2016","Doug Bramley","BP","N","BPVOP","BPV Operating: Shop Inspection","Passed","","","N/A - Not Applicable","","",1,"","1575","KINGSWAY",NA,"Avenue","Port Coquitlam","Lower Mainland North","BC","V3C4E5",49.2509335,-122.7580388,NA,"8/7/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ellett Industries Limited"
"4897","BPVOP-626191-2016","BPV-421234-2016","8/7/2016","7/29/2016","Doug Bramley","BP","N","BPVOP","BPV Operating: Shop Inspection","Passed","","","N/A - Not Applicable","","",1,"","1575","KINGSWAY",NA,"Avenue","Port Coquitlam","Lower Mainland North","BC","V3C4E5",49.2509335,-122.7580388,NA,"8/7/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ellett Industries Limited"
"4898","BPVOP-626193-2016","BPV-421234-2016","8/7/2016","7/29/2016","Doug Bramley","BP","N","BPVOP","BPV Operating: Shop Inspection","Passed","","","N/A - Not Applicable","","",1,"","1575","KINGSWAY",NA,"Avenue","Port Coquitlam","Lower Mainland North","BC","V3C4E5",49.2509335,-122.7580388,NA,"8/7/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ellett Industries Limited"
"4899","BPVOP-620758-2016","BPV-332026-2016","7/28/2016","7/29/2016","Bing Hu","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","27222","Lougheed",NA,"Highway","Maple Ridge","Lower Mainland North","BC","V2W0C9",49.174303,-122.4598883,NA,"1/6/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Advanced Flow Systems Inc."
"4900","BPVOP-617670-2016","2279939","7/25/2016","7/29/2016","Vladimir Revenko","BP","N","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Cancelled","","","","","",1,"","2700","MCCALLUM",NA,"Road","Abbotsford","Lower Mainland South","BC","V2S6X9",49.0509495,-122.2936591,327,"1/19/1988","BPV - Operating","Hot Water Boiler","Active","Strata Bcs 2129"
"4901","BPVIN-621200-2016","UW-418612-2016","7/29/2016","7/29/2016","Vladimir Revenko","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","Found boiler assembly with no operating p",1,"Non-Compliances for Boiler Technology","32616","King",NA,"Road","Abbotsford","Lower Mainland South","BC","V2T5Z7",49.030548,-122.320728,NA,"7/29/2016","Unpermitted Work","BPV","Closed","Fortis BC Energy Inc."
"4902","BPVOP-617679-2016","2275727","7/25/2016","7/29/2016","Vladimir Revenko","BP","N","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Cancelled","","","","","",1,"","33369","OLD YALE",NA,"Road","Abbotsford","Lower Mainland South","BC","V2S2J6",49.0504639,-122.299687,339,"6/12/1986","BPV - Operating","Hot Water Boiler","Active","Strata Plan NW 1832"
"4903","BPVIN-621397-2016","BPV-418779-2016","7/29/2016","7/29/2016","Vladimir Revenko","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Failed","2_Physical Inspection","","1 - Insignificant","","Provide material certification reports fo",1,"Non-Compliances for Boiler Technology","26712","Gloucester",NA,"Way","Langley","Lower Mainland South","BC","V4W4A8",49.1008556,-122.4844669,NA,"7/29/2016","BPV � PV Application","BPV","Closed","Century Plumbing & Heating Ltd"
"4904","BPVOP-621609-2016","BPV-094719-2014","7/30/2016","7/30/2016","Grover Sharp","BP","Y","BPVOP","BPV Operating: Repair Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",2,"Administrative Findings","9767","201",NA,"Street","Langley","Lower Mainland South","BC","V1M3E7",49.1808821,-122.6643597,227,"2/27/2014","BPV - Operating","Hot Water Boiler","Active","Apex Aluminum Extrusions Ltd"
"4905","BPVIN-621246-2016","BPV-418673-2016","7/29/2016","7/30/2016","Vladimir Revenko","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","Found pressure vessel connected and opera",1,"Non-Compliances for Boiler Technology","33369","OLD YALE",NA,"Road","Abbotsford","Lower Mainland South","BC","V2S2J6",49.0504639,-122.299687,NA,"7/29/2016","BPV � PV Application","BPV","Closed","Strata Plan NW 1832"
"4906","BPVIN-621237-2016","UW-418664-2016","7/29/2016","7/30/2016","Vladimir Revenko","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Failed","2_Physical Inspection","","3 - Moderate","All pressure relief devices require periodic inspection, testing and service. I found no record of service or replacement for safety valve on this Hot Water Boiler high pressure (45 PSI) for the last 15 years. Potential exists for a safety valve not funct","Found a pressure relief device with manuf",1,"Non-Compliances for Boiler Technology","33369","OLD YALE",NA,"Road","Abbotsford","Lower Mainland South","BC","V2S2J6",49.0504639,-122.299687,NA,"7/29/2016","Unpermitted Work","BPV","Closed","Strata Plan NW 1832"
"4907","BPVOP-621610-2016","2285487","7/30/2016","7/30/2016","Vladimir Revenko","BP","Y","BPVOP","BPV Operating: Incident Assessment - REF/PV","Failed","2_Physical Inspection","","0 - Compliant","","During off season, an incident ocurred wh",1,"Non-Compliances for Boiler Technology","2882","272ND",NA,"Street","Aldergrove","Lower Mainland South","BC","V0X1A0",49.0548068,-122.470677,NA,"2/22/1999","BPV - Operating","Unfired Pressure Vessel - Designated","Active","Corporation of the Township of Langley"
"4908","BPVIN-405222-2015","BPV-263367-2015","7/9/2015","7/31/2016","Asif Zuberi","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Failed","2_Physical Inspection","","3 - Moderate","Unavailability of a remote shutdown switch can cause serious damage to property and personnel, in case of an emergency situation.","Found no records of maintenance/testing f",1,"Non-Compliances for Boiler Technology","11004","102",NA,"Avenue","Fort St John","Northern","BC","V1J0L9",NA,NA,0,"7/9/2015","BPV - Installation","Hot Water Boiler","Active","Leader Mechanical Contracting Ltd."
"4909","BPVOP-623370-2016","BPV-419461-2016","8/4/2016","8/2/2016","Robert Collins","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","1480","Cliveden",NA,"Avenue","Delta","Lower Mainland South","Bc","V3M6K2",49.1665072,-122.9636244,NA,"8/2/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Gasmaster Industries Ltd."
"4910","BPVIN-622239-2016","UW-419242-2016","8/2/2016","8/2/2016","Marcel Gauthier","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"","1","Smelter Site",NA,"Road","Kitimat","Northern","BC","V8C2H2",NA,NA,NA,"8/2/2016","Unpermitted Work","BPV","Closed","Rio Tinto Alcan - BC Operations"
"4911","BPVIN-622274-2016","UW-419242-2016","8/2/2016","8/2/2016","Marcel Gauthier","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"","1","Smelter Site",NA,"Road","Kitimat","Northern","BC","V8C2H2",NA,NA,NA,"8/2/2016","Unpermitted Work","BPV","Closed","Rio Tinto Alcan - BC Operations"
"4912","BPVIN-622394-2016","UW-419242-2016","8/2/2016","8/2/2016","Marcel Gauthier","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"","1","Smelter Site",NA,"Road","Kitimat","Northern","BC","V8C2H2",NA,NA,NA,"8/2/2016","Unpermitted Work","BPV","Closed","Rio Tinto Alcan - BC Operations"
"4913","BPVOP-621894-2016","2273576","8/2/2016","8/2/2016","Florin Moldovan","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Failed","2_Physical Inspection","","3 - Moderate","Upon the assessment of a Ammonia Receiver with MAWP of 250 psig, was found that the PRD was installed in July 2010 and was overdue as per CSA B52.","Demonstrate Compliance.",1,"Non-Compliances for Boiler Technology","950","CROSS CREEK",NA,"Road","West Vancouver","Lower Mainland North","BC","V7S2S5",49.3448453,-123.1458742,NA,"2/23/2001","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Hollyburn Country Club"
"4914","BPVSP-626879-2016","5101958","8/8/2016","8/2/2016","Corey Phelps","BP","Y","BPVSP","BPV Special Plant Registration & Operation: Miscellaneous Assessment","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","525","ARCHIBALD",NA,"Street","Kimberley","Interior","BC","V1A1N3",49.6751861,-115.9769148,NA,"5/8/2012","BPV - Special Plant Registration & Operation","General Supervision or Risk Assessed","Active","City Of Kimberley"
"4915","BPVOP-621805-2016","4644157","8/1/2016","8/2/2016","Robert Collins","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","Acceptable",1,"Checklists for Boiler Technology","3700","WILLINGDON",NA,"Avenue","Burnaby","Lower Mainland North","BC","V5G3H2",49.2511975,-123.0032428,301,"2/1/2011","BPV - Operating","Thermal Fluid & Steam Boiler","Active","BCIT"
